id,value,created_at,updated_at,organization
10123,10132,2016-06-02 20:45:29,2016-06-02 20:45:29,EM Solutions Pty Ltd
10124,10133,2016-06-02 20:45:29,2016-06-02 20:45:29,FedEx
10125,10134,2016-06-02 20:45:29,2016-06-02 20:45:29,FerraraLUG
10126,10135,2016-06-02 20:45:29,2016-06-02 20:45:29,Front Porch Inc.
10127,10136,2016-06-02 20:45:29,2016-06-02 20:45:29,godot communication technologies gmbh
10128,10137,2016-06-02 20:45:29,2016-06-02 20:45:29,GTMP Foundation
10129,10138,2016-06-02 20:45:29,2016-06-02 20:45:29,i2pi
10130,10139,2016-06-02 20:45:29,2016-06-02 20:45:29,i3sp
10131,10140,2016-06-02 20:45:29,2016-06-02 20:45:29,"INCO Systems, Inc."
10132,10141,2016-06-02 20:45:29,2016-06-02 20:45:29,Infinisys Pty Ltd
10133,10142,2016-06-02 20:45:29,2016-06-02 20:45:29,Interdimensions
10134,10143,2016-06-02 20:45:29,2016-06-02 20:45:29,Introut Consulting
10135,10144,2016-06-02 20:45:29,2016-06-02 20:45:29,iORMYX
10136,10145,2016-06-02 20:45:29,2021-07-21 23:31:45,Backman Writing Services
10137,10146,2016-06-02 20:45:29,2016-06-02 20:45:29,Kern Automatiseringsdiensten BV
10138,10147,2016-06-02 20:45:29,2016-06-02 20:45:29,Lancaster-Lebanon Intermediate Unit 13
10139,10148,2016-06-02 20:45:29,2016-06-02 20:45:29,Lightel Systems Corporation
10140,10149,2016-06-02 20:45:29,2016-06-02 20:45:29,LineOne
10141,10150,2016-06-02 20:45:29,2016-06-02 20:45:29,Logic One Incorporated
10142,10151,2016-06-02 20:45:29,2016-06-02 20:45:29,Multimedia University
10143,10152,2016-06-02 20:45:29,2016-06-02 20:45:29,Muspellsheim
10144,10153,2016-06-02 20:45:29,2016-06-02 20:45:29,Net2Phone
10145,10154,2016-06-02 20:45:29,2016-06-02 20:45:29,"NetPlay, Inc."
10146,10155,2016-06-02 20:45:29,2016-06-02 20:45:29,Northern Parklife Inc
10147,10156,2016-06-02 20:45:29,2016-06-02 20:45:29,Novoforum
10148,10157,2016-06-02 20:45:29,2016-06-02 20:45:29,Onnet Technologies Co.
10149,10158,2016-06-02 20:45:29,2016-06-02 20:45:29,PanAmSat
10150,10159,2016-06-02 20:45:29,2016-06-02 20:45:29,Panasas Inc.
10151,10160,2016-06-02 20:45:29,2016-06-02 20:45:29,Penn State Outreach Information Systems
10152,10161,2016-06-02 20:45:29,2016-06-02 20:45:29,PictureIQ
10153,10162,2016-06-02 20:45:29,2016-06-02 20:45:29,poland.com SA
10154,10163,2016-06-02 20:45:29,2016-06-02 20:45:29,Remedy Corporation
10155,10164,2016-06-02 20:45:29,2016-06-02 20:45:29,Roads and Traffic Authority (RTA)
10156,10165,2016-06-02 20:45:29,2016-06-02 20:45:29,Robert Williams Consulting
10157,10166,2016-06-02 20:45:29,2016-06-02 20:45:29,Secure Software Services ltd
10158,10167,2016-06-02 20:45:29,2016-06-02 20:45:29,Siemens Communications Limited
10159,10168,2016-06-02 20:45:29,2016-06-02 20:45:29,Space Biomedical Center
10160,10169,2016-06-02 20:45:29,2016-06-02 20:45:29,Suayan Design
10161,10170,2016-06-02 20:45:29,2016-06-02 20:45:29,Telemig Celular S.A.
10162,10171,2016-06-02 20:45:29,2016-06-02 20:45:29,Telsey
10163,10172,2016-06-02 20:45:29,2016-06-02 20:45:29,Territory Business Solutions Pty. Ltd.
10164,10173,2016-06-02 20:45:29,2016-06-02 20:45:29,Texil
10165,10174,2016-06-02 20:45:29,2016-06-02 20:45:29,The Chubb Group of Insurance Companies
10166,10175,2016-06-02 20:45:29,2016-06-02 20:45:29,Traffion Technologies
10167,10176,2016-06-02 20:45:29,2016-06-02 20:45:29,Univention
10168,10177,2016-06-02 20:45:29,2016-06-02 20:45:29,University of Northern Iowa
10169,10178,2016-06-02 20:45:29,2016-06-02 20:45:29,Western Kentucky University
10170,10179,2016-06-02 20:45:29,2016-06-02 20:45:29,Wireless Solutions
10171,10180,2016-06-02 20:45:29,2016-06-02 20:45:29,Am-utils Organization
10172,10181,2016-06-02 20:45:29,2016-06-02 20:45:29,Cardinal Health Inc.
10173,10182,2016-06-02 20:45:29,2016-06-02 20:45:29,futureLAB AG
10174,10183,2016-06-02 20:45:29,2016-06-02 20:45:29,Master Quality snc
10175,10184,2016-06-02 20:45:29,2016-06-02 20:45:29,"QCOM TV, Inc."
10176,10185,2016-06-02 20:45:29,2016-06-02 20:45:29,SMP
10177,10186,2016-06-02 20:45:29,2016-06-02 20:45:29,Weinbrenner Media Consult
10178,10187,2016-06-02 20:45:29,2016-06-02 20:45:29,Teleview
10179,10188,2016-06-02 20:45:29,2016-06-02 20:45:29,"Piolink, Inc"
10180,10189,2016-06-02 20:45:29,2016-06-02 20:45:29,"Congruency, Inc."
10181,10190,2016-06-02 20:45:29,2016-06-02 20:45:29,AEGMIS GmbH
10182,10191,2016-06-02 20:45:29,2016-06-02 20:45:29,"DivergeNet, Inc."
10183,10192,2016-06-02 20:45:29,2016-06-02 20:45:29,E.ON Energie AG
10184,10193,2016-06-02 20:45:29,2016-06-02 20:45:29,erkle
10185,10194,2016-06-02 20:45:29,2016-06-02 20:45:29,is:energy
10186,10195,2016-06-02 20:45:29,2016-06-02 20:45:29,SH Soft
10187,10196,2016-06-02 20:45:29,2016-06-02 20:45:29,www.thinkingmachines.com
10188,10197,2016-06-02 20:45:29,2016-06-02 20:45:29,"Vovtel Networks, Inc."
10189,10198,2016-06-02 20:45:29,2016-06-02 20:45:29,"Carroll-Net, Inc."
10190,10199,2016-06-02 20:45:29,2016-06-02 20:45:29,projecthome limited
10191,10200,2016-06-02 20:45:29,2016-06-02 20:45:29,i-mail-box project
10192,10201,2016-06-02 20:45:29,2016-06-02 20:45:29,Eftel
10193,10202,2016-06-02 20:45:29,2016-06-02 20:45:29,GFT Solutions
10194,10203,2016-06-02 20:45:29,2016-06-02 20:45:29,Winter AG
10195,10204,2016-06-02 20:45:29,2016-06-02 20:45:29,Shanghai SCOP Photonics Technology Co. ltd
10196,10205,2016-06-02 20:45:29,2016-06-02 20:45:29,Apama
10197,10206,2016-06-02 20:45:29,2016-06-02 20:45:29,ePIK'us Software
10198,10207,2016-06-02 20:45:29,2016-06-02 20:45:29,Hilgraeve Inc.
10199,10208,2016-06-02 20:45:29,2016-06-02 20:45:29,Valnet Sado S.A.
10200,10209,2016-06-02 20:45:29,2016-06-02 20:45:29,"Andes Networks, Inc."
10201,10210,2016-06-02 20:45:29,2016-06-02 20:45:29,AXS-One
10202,10211,2016-06-02 20:45:29,2016-06-02 20:45:29,BENAU A/S
10203,10212,2016-06-02 20:45:29,2016-06-02 20:45:29,Cutler & Company
10204,10213,2016-06-02 20:45:29,2016-06-02 20:45:29,Meriton Networks
10205,10214,2016-06-02 20:45:29,2016-06-02 20:45:29,ENIGMA SOI SP. Z O.O.
10206,10215,2016-06-02 20:45:29,2016-06-02 20:45:29,FORWARD Technical Co.Ltd
10207,10216,2016-06-02 20:45:29,2016-06-02 20:45:29,Frantic Films
10208,10217,2016-06-02 20:45:29,2016-06-02 20:45:29,HotDiary Inc
10209,10218,2016-06-02 20:45:29,2016-06-02 20:45:29,Hsufarm
10210,10219,2016-06-02 20:45:29,2016-06-02 20:45:29,I.D.E.A.L. Technology Corporation
10211,10220,2016-06-02 20:45:29,2016-06-02 20:45:29,IFW Dresden
10212,10221,2016-06-02 20:45:29,2016-06-02 20:45:29,IMPACT TECHNOLOGIES
10213,10222,2016-06-02 20:45:29,2016-06-02 20:45:29,InfiniCon Systems
10214,10223,2016-06-02 20:45:29,2016-06-02 20:45:29,Leo A Daly Company
10215,10224,2016-06-02 20:45:29,2016-06-02 20:45:29,Lufthansa Systems Infratec GmbH
10216,10225,2016-06-02 20:45:29,2016-06-02 20:45:29,Marrakech Ltd.
10217,10226,2016-06-02 20:45:29,2016-06-02 20:45:29,MyDN
10218,10227,2016-06-02 20:45:29,2016-06-02 20:45:29,Neesus Datacom
10219,10228,2016-06-02 20:45:29,2016-06-02 20:45:29,Net & Publication Consultance GmbH
10220,10229,2016-06-02 20:45:29,2016-06-02 20:45:29,Netgate s.c.
10221,10230,2016-06-02 20:45:29,2016-06-02 20:45:29,Oriole Corporation
10222,10231,2016-06-02 20:45:29,2016-06-02 20:45:29,"Proficient Networks, Inc."
10223,10232,2016-06-02 20:45:29,2016-06-02 20:45:29,Signiant Corporation
10224,10233,2016-06-02 20:45:29,2016-06-02 20:45:29,Silicon Goblin Technologies
10225,10234,2016-06-02 20:45:29,2016-06-02 20:45:29,Snort.org
10226,10235,2016-06-02 20:45:29,2016-06-02 20:45:29,Startrack Communications (Australia)Pty Ltd
10227,10236,2016-06-02 20:45:29,2016-06-02 20:45:29,Studio komputerowe AWA
10228,10237,2016-06-02 20:45:29,2016-06-02 20:45:29,"Sullins, Inc."
10229,10238,2016-06-02 20:45:29,2016-06-02 20:45:29,Technische Universitaet Berlin (TU-Berlin)
10230,10239,2016-06-02 20:45:29,2016-06-02 20:45:29,Tess SA
10231,10240,2016-06-02 20:45:29,2016-06-02 20:45:29,TransNational Computer Technology
10232,10241,2016-06-02 20:45:29,2016-06-02 20:45:29,TRPG Association
10233,10242,2016-06-02 20:45:29,2016-06-02 20:45:29,University of Brighton
10234,10243,2016-06-02 20:45:29,2016-06-02 20:45:29,Uplogix.com
10235,10244,2016-06-02 20:45:29,2016-06-02 20:45:29,VALIDATA
10236,10245,2016-06-02 20:45:29,2016-06-02 20:45:29,Valiosys SA
10237,10246,2016-06-02 20:45:29,2016-06-02 20:45:29,Virtual Education Space
10238,10247,2016-06-02 20:45:29,2016-06-02 20:45:29,"CollegeUnits.com, Inc."
10239,10248,2016-06-02 20:45:29,2016-06-02 20:45:29,"E.Central, Inc"
10240,10249,2016-06-02 20:45:29,2016-06-02 20:45:29,"CINtel Intelligent Telecom System Co.,Ltd."
10241,10250,2016-06-02 20:45:29,2016-06-02 20:45:29,NegativeTwenty
10242,10251,2016-06-02 20:45:29,2016-06-02 20:45:29,Warlock
10243,10252,2016-06-02 20:45:29,2016-06-02 20:45:29,"Diagnostic Laboratory Services, Inc."
10244,10253,2016-06-02 20:45:29,2016-06-02 20:45:29,"Napster, Inc."
10245,10254,2016-06-02 20:45:29,2016-06-02 20:45:29,Texuna Technologies Moscow
10246,10255,2016-06-02 20:45:29,2016-06-02 20:45:29,Infoquenz IT-Dienstleistungen GmbH
10247,10256,2016-06-02 20:45:29,2016-06-02 20:45:29,ScioByte GmbH
10248,10257,2016-06-02 20:45:29,2021-01-15 23:40:32,Vocanter LLC
10249,10258,2016-06-02 20:45:29,2016-06-02 20:45:29,Aracnet Internet Services
10250,10259,2016-06-02 20:45:29,2016-06-02 20:45:29,"Avtec Systems, Inc."
10251,10260,2016-06-02 20:45:29,2016-06-02 20:45:29,BeamReach Networks
10252,10261,2016-06-02 20:45:29,2016-06-02 20:45:29,Cedar Point Communications
10253,10262,2016-06-02 20:45:29,2016-06-02 20:45:29,"CNC Systems, Inc."
10254,10263,2016-06-02 20:45:29,2016-06-02 20:45:29,Custom Linux Solutions
10255,10264,2016-06-02 20:45:29,2016-06-02 20:45:29,DATA & INFORMATION TECHNOLOGY LTD
10256,10265,2016-06-02 20:45:29,2016-06-02 20:45:29,"Deltathree, Inc"
10257,10266,2016-06-02 20:45:29,2016-06-02 20:45:29,DIZ Rheinland-Pfalz
10258,10267,2016-06-02 20:45:29,2016-06-02 20:45:29,Electro Optic Systems
10259,10268,2016-06-02 20:45:29,2016-06-02 20:45:29,Enterprise Commerce
10260,10269,2016-06-02 20:45:29,2016-06-02 20:45:29,ePropose
10261,10270,2016-06-02 20:45:29,2016-06-02 20:45:29,ES-Netze
10262,10271,2016-06-02 20:45:29,2016-06-02 20:45:29,Forgent
10263,10272,2016-06-02 20:45:29,2016-06-02 20:45:29,Future Instrument AB
10264,10273,2016-06-02 20:45:29,2016-06-02 20:45:29,Giant Step Productions LLC
10265,10274,2016-06-02 20:45:29,2016-06-02 20:45:29,HEXAFLUX-SMS
10266,10275,2016-06-02 20:45:29,2016-06-02 20:45:29,Master a Distancia
10267,10276,2016-06-02 20:45:29,2016-06-02 20:45:29,"MSI Network Services, Ltd."
10268,10277,2016-06-02 20:45:30,2016-06-02 20:45:30,Multnomah Education Service District
10269,10278,2016-06-02 20:45:30,2016-06-02 20:45:30,NetAcquire Corporation
10270,10279,2016-06-02 20:45:30,2016-06-02 20:45:30,Object Valley (Asia Pacific) Limited
10271,10280,2016-06-02 20:45:30,2016-06-02 20:45:30,Quixotech Systems
10272,10281,2016-06-02 20:45:30,2016-06-02 20:45:30,SELECT Technology
10273,10282,2016-06-02 20:45:30,2016-06-02 20:45:30,SpeedKom GmbH
10274,10283,2016-06-02 20:45:30,2016-06-02 20:45:30,TABCORP
10275,10284,2016-06-02 20:45:30,2016-06-02 20:45:30,Thomas Jefferson University
10276,10285,2016-06-02 20:45:30,2016-06-02 20:45:30,Trenitalia S.p.A.
10277,10286,2016-06-02 20:45:30,2016-06-02 20:45:30,Trintech Inc.
10278,10287,2016-06-02 20:45:30,2016-06-02 20:45:30,University At Albany
10279,10288,2016-06-02 20:45:30,2016-06-02 20:45:30,Vox Mobili
10280,10289,2016-06-02 20:45:30,2016-06-02 20:45:30,"Yukyung Telecom Co., Ltd."
10281,10290,2016-06-02 20:45:30,2016-06-02 20:45:30,Internet Business Constellation S.A.
10282,10291,2016-06-02 20:45:30,2016-06-02 20:45:30,j-m-f.demon.co.uk
10283,10292,2016-06-02 20:45:30,2016-06-02 20:45:30,Laissez Faire City
10284,10293,2016-06-02 20:45:30,2016-06-02 20:45:30,"LINKAGE SYSTEM INTEGERATION CO.,LTD"
10285,10294,2016-06-02 20:45:30,2016-06-02 20:45:30,DATA SERVICE SRL
10286,10295,2016-06-02 20:45:30,2016-06-02 20:45:30,iSOLUTION
10287,10296,2016-06-02 20:45:30,2016-06-02 20:45:30,ITI Ltd.
10288,10297,2016-06-02 20:45:30,2016-06-02 20:45:30,"Advantech Co., Ltd."
10289,10298,2016-06-02 20:45:30,2016-06-02 20:45:30,Arbeitsgemeinschaft fuer total abgehobene Technologie
10290,10299,2016-06-02 20:45:30,2016-06-02 20:45:30,"Avantia, Inc"
10291,10300,2016-06-02 20:45:30,2016-06-02 20:45:30,Avantron Technologies Inc.
10292,10301,2016-06-02 20:45:30,2016-06-02 20:45:30,Bluesocket Ltd
10293,10302,2016-06-02 20:45:30,2016-06-02 20:45:30,"Galaxy Systems, Incorporated"
10294,10303,2016-06-02 20:45:30,2016-06-02 20:45:30,ist isdn support technik GmbH
10295,10304,2016-06-02 20:45:30,2016-06-02 20:45:30,LGT Financial Services
10296,10305,2016-06-02 20:45:30,2016-06-02 20:45:30,Magnifix Sdn Bhd
10297,10306,2016-06-02 20:45:30,2016-06-02 20:45:30,MSO Technologies
10298,10307,2016-06-02 20:45:30,2016-06-02 20:45:30,Optical Solutions Inc
10299,10308,2016-06-02 20:45:30,2016-06-02 20:45:30,OSGi
10300,10309,2016-06-02 20:45:30,2016-06-02 20:45:30,SOHO Skyway
10301,10310,2016-06-02 20:45:30,2016-06-02 20:45:30,tang-IT Consulting GmbH
10302,10311,2016-06-02 20:45:30,2016-06-02 20:45:30,Kerio Technologies
10303,10312,2016-06-02 20:45:30,2016-06-02 20:45:30,"Translogic Systems, Inc."
10304,10313,2016-06-02 20:45:30,2016-06-02 20:45:30,Autinform GmbH
10305,10314,2016-06-02 20:45:30,2016-06-02 20:45:30,Provenir
10306,10315,2016-06-02 20:45:30,2016-06-02 20:45:30,Prima e.V.
10307,10316,2016-06-02 20:45:30,2016-06-02 20:45:30,Rafael Ltd.
10308,10317,2016-06-02 20:45:30,2016-06-02 20:45:30,Nanum Technology
10309,10318,2016-06-02 20:45:30,2016-06-02 20:45:30,SaskTel International Ltd.
10310,10319,2016-06-02 20:45:30,2016-06-02 20:45:30,Semantics AG
10311,10320,2016-06-02 20:45:30,2016-06-02 20:45:30,Amherst College
10312,10321,2016-06-02 20:45:30,2016-06-02 20:45:30,AUNet
10313,10322,2016-06-02 20:45:30,2016-06-02 20:45:30,Centre For Advanced Technology
10314,10323,2016-06-02 20:45:30,2016-06-02 20:45:30,Convergence Network Research Ltd.
10315,10324,2016-06-02 20:45:30,2016-06-02 20:45:30,CrabusLDAP
10316,10325,2016-06-02 20:45:30,2016-06-02 20:45:30,EarthConnect Corporation
10317,10326,2016-06-02 20:45:30,2016-06-02 20:45:30,Ecole Nationale Superieure des Mines de Paris
10318,10327,2016-06-02 20:45:30,2016-06-02 20:45:30,FiberCity Networks
10319,10328,2016-06-02 20:45:30,2016-06-02 20:45:30,Globeflow SA
10320,10329,2016-06-02 20:45:30,2016-06-02 20:45:30,Integra Micro Systems (P) Ltd.
10321,10330,2016-06-02 20:45:30,2016-06-02 20:45:30,KaVaDo Inc.
10322,10331,2016-06-02 20:45:30,2016-06-02 20:45:30,Lightning Data Networks
10323,10332,2016-06-02 20:45:30,2016-06-02 20:45:30,MaxHosting GBR
10324,10333,2016-06-02 20:45:30,2016-06-02 20:45:30,MetaNet
10325,10334,2016-06-02 20:45:30,2016-06-02 20:45:30,Mischief Networking
10326,10335,2016-06-02 20:45:30,2016-06-02 20:45:30,RLM Systems Pty. Ltd.
10327,10336,2016-06-02 20:45:30,2016-06-02 20:45:30,Summit Tech Communications
10328,10337,2016-06-02 20:45:30,2016-06-02 20:45:30,Valis LTD
10329,10338,2016-06-02 20:45:30,2016-06-02 20:45:30,Locale Systems
10330,10339,2016-06-02 20:45:30,2016-06-02 20:45:30,"StarRemote Wireless, Inc."
10331,10340,2016-06-02 20:45:30,2016-06-02 20:45:30,Indiana State University
10332,10341,2016-06-02 20:45:30,2016-06-02 20:45:30,Klinik Loewenstein gGmbH
10333,10342,2016-06-02 20:45:30,2016-06-02 20:45:30,Miami University
10334,10343,2016-06-02 20:45:30,2016-06-02 20:45:30,NetExcell
10335,10344,2016-06-02 20:45:30,2016-06-02 20:45:30,Netregistry Pty Ltd
10336,10345,2016-06-02 20:45:30,2016-06-02 20:45:30,Newport Networks Limitd
10337,10346,2016-06-02 20:45:30,2016-06-02 20:45:30,"OmegaBand, Inc."
10338,10347,2016-06-02 20:45:30,2016-06-02 20:45:30,"Plustream, Inc."
10339,10348,2016-06-02 20:45:30,2016-06-02 20:45:30,SOFTPRO GmbH & Co. KG
10340,10349,2016-06-02 20:45:30,2016-06-02 20:45:30,Sysgem AG
10341,10350,2016-06-02 20:45:30,2016-06-02 20:45:30,System Software Solutions
10342,10351,2016-06-02 20:45:30,2016-06-02 20:45:30,Oblivion
10343,10352,2016-06-02 20:45:30,2016-06-02 20:45:30,"Retevisi�n M�vil, S.A."
10344,10353,2016-06-02 20:45:30,2016-06-02 20:45:30,InnoCom
10345,10354,2016-06-02 20:45:30,2016-06-02 20:45:30,Brewster Academy
10346,10355,2016-06-02 20:45:30,2016-06-02 20:45:30,ITAction
10347,10356,2016-06-02 20:45:30,2016-06-02 20:45:30,Target Revocable E-Mail Corporation
10348,10357,2016-06-02 20:45:30,2016-06-02 20:45:30,Roy S. Rapoport
10349,10358,2016-06-02 20:45:30,2016-06-02 20:45:30,Accelio Corporation
10350,10359,2016-06-02 20:45:30,2016-06-02 20:45:30,Adtel Software
10351,10360,2016-06-02 20:45:30,2016-06-02 20:45:30,"AgesMUD Technology, Co., Ltd."
10352,10361,2016-06-02 20:45:30,2016-06-02 20:45:30,Bharat Heavy Electricals Limited
10353,10362,2016-06-02 20:45:30,2016-06-02 20:45:30,"BluWare, Inc"
10354,10363,2016-06-02 20:45:30,2016-06-02 20:45:30,Catbird Networks
10355,10364,2016-06-02 20:45:30,2016-06-02 20:45:30,Central Manchester City Learning Center
10356,10365,2016-06-02 20:45:30,2016-06-02 20:45:30,Davox Corp.
10357,10366,2016-06-02 20:45:30,2016-06-02 20:45:30,Dialpad Communications
10358,10367,2016-06-02 20:45:30,2016-06-02 20:45:30,donnie21
10359,10368,2016-06-02 20:45:30,2016-06-02 20:45:30,Fujitsu Technology Solutions GmbH (formerly 'Fujitsu Siemens Computers')
10360,10369,2016-06-02 20:45:30,2016-06-02 20:45:30,Fujitsu Prime Software Technologies Ltd.
10361,10370,2016-06-02 20:45:30,2016-06-02 20:45:30,Impulsesoft
10362,10371,2016-06-02 20:45:30,2016-06-02 20:45:30,Inabyte Inc.
10363,10372,2016-06-02 20:45:30,2016-06-02 20:45:30,Intelligent Appliance Lab
10364,10373,2016-06-02 20:45:30,2016-06-02 20:45:30,Le Reseau
10365,10374,2016-06-02 20:45:30,2016-06-02 20:45:30,Lifeline Systems Inc
10366,10375,2016-06-02 20:45:30,2016-06-02 20:45:30,Makina Corpus
10367,10376,2016-06-02 20:45:30,2016-06-02 20:45:30,NETFRONT
10368,10377,2016-06-02 20:45:30,2016-06-02 20:45:30,OnMobile System Inc
10369,10378,2016-06-02 20:45:30,2016-06-02 20:45:30,PacketVideo
10370,10379,2016-06-02 20:45:30,2016-06-02 20:45:30,Princeton Solutions Group
10371,10380,2016-06-02 20:45:30,2016-06-02 20:45:30,"TeleSys Software, Inc."
10372,10381,2016-06-02 20:45:30,2016-06-02 20:45:30,TrendPoint Systems
10373,10382,2016-06-02 20:45:30,2016-06-02 20:45:30,UCNET
10374,10383,2016-06-02 20:45:30,2016-06-02 20:45:30,Universite de Liege
10375,10384,2016-06-02 20:45:30,2016-06-02 20:45:30,Virginia Commonwealth University
10376,10385,2016-06-02 20:45:30,2016-06-02 20:45:30,"Westronic Systems, Inc."
10377,10386,2016-06-02 20:45:30,2016-06-02 20:45:30,"YoungWoo Telecom Co., LTD"
10378,10387,2016-06-02 20:45:30,2016-06-02 20:45:30,Dongah Elecomm
10379,10388,2016-06-02 20:45:30,2016-06-02 20:45:30,Supportcomm Teleinformatica SA
10380,10389,2016-06-02 20:45:30,2016-06-02 20:45:30,Intabo
10381,10390,2016-06-02 20:45:30,2016-06-02 20:45:30,"DELTA, Danish Electronics, Light & Acoustics"
10382,10391,2016-06-02 20:45:30,2016-06-02 20:45:30,Bharat Sanchar Nigam Limited
10383,10392,2016-06-02 20:45:30,2016-06-02 20:45:30,Abeona Networks
10384,10393,2016-06-02 20:45:30,2016-06-02 20:45:30,APEH
10385,10394,2016-06-02 20:45:30,2016-06-02 20:45:30,"Banamex, S.A."
10386,10395,2016-06-02 20:45:30,2016-06-02 20:45:30,Belo Corporation
10387,10396,2016-06-02 20:45:30,2016-06-02 20:45:30,"California State University, Office of the Chancellor"
10388,10397,2016-06-02 20:45:30,2016-06-02 20:45:30,"CK Software GmbH (formerly 'CKSOFT, Christian Kratzer Software Entwicklung und Vertrieb')"
10389,10398,2016-06-02 20:45:30,2016-06-02 20:45:30,"Covasoft, Inc."
10390,10399,2016-06-02 20:45:30,2016-06-02 20:45:30,Datakey
10391,10400,2016-06-02 20:45:30,2016-06-02 20:45:30,"Electric Lightwave, Inc."
10392,10401,2016-06-02 20:45:30,2016-06-02 20:45:30,Ideo Concepts Co. Ltd.
10393,10402,2016-06-02 20:45:30,2016-06-02 20:45:30,interdev
10394,10403,2016-06-02 20:45:30,2016-06-02 20:45:30,Istituto Nazionale di Fisica Nucleare
10395,10404,2016-06-02 20:45:30,2016-06-02 20:45:30,LivingLogic AG
10396,10405,2016-06-02 20:45:30,2016-06-02 20:45:30,"Mental Health Cooperative, Inc."
10397,10406,2016-06-02 20:45:30,2016-06-02 20:45:30,"Neural Audio, Inc."
10398,10407,2016-06-02 20:45:30,2016-06-02 20:45:30,North Coast Software
10399,10408,2016-06-02 20:45:30,2016-06-02 20:45:30,Percula Consulting GmbH
10400,10409,2016-06-02 20:45:30,2016-06-02 20:45:30,Tellurian Pty Ltd
10401,10410,2016-06-02 20:45:30,2016-06-02 20:45:30,The Falcon's Nest
10402,10411,2016-06-02 20:45:30,2016-06-02 20:45:30,University of North Carolina at Chapel Hill
10403,10412,2016-06-02 20:45:30,2016-06-02 20:45:30,"aTelo, Inc."
10404,10413,2016-06-02 20:45:30,2016-06-02 20:45:30,"System Innovations, Inc."
10405,10414,2016-06-02 20:45:30,2016-06-02 20:45:30,Brauerei C. & A. Veltins GmbH & Co.
10406,10415,2016-06-02 20:45:30,2016-06-02 20:45:30,3GPP
10407,10416,2016-06-02 20:45:30,2016-06-02 20:45:30,ABC Virtual Communications
10408,10417,2016-06-02 20:45:30,2016-06-02 20:45:30,"Amerion, LLC"
10409,10418,2016-06-02 20:45:30,2016-06-02 20:45:30,Avocent Corporation
10410,10419,2016-06-02 20:45:30,2016-06-02 20:45:30,Bactol Technical Limited
10411,10420,2016-06-02 20:45:30,2016-06-02 20:45:30,Bayerisches Landeskriminalamt Abt. IuK
10412,10421,2016-06-02 20:45:30,2016-06-02 20:45:30,C-CURE cvba
10413,10422,2016-06-02 20:45:30,2016-06-02 20:45:30,China PTIC Information Industry Corporation
10414,10423,2016-06-02 20:45:30,2016-06-02 20:45:30,CityXpress Corp.
10415,10424,2016-06-02 20:45:30,2016-06-02 20:45:30,Cricket Communications
10416,10425,2016-06-02 20:45:30,2016-06-02 20:45:30,Electricity Generating Authority of Thailand
10417,10426,2016-06-02 20:45:30,2016-06-02 20:45:30,Elex NV
10418,10427,2016-06-02 20:45:30,2016-06-02 20:45:30,Embrace Networks
10419,10428,2016-06-02 20:45:30,2017-06-06 23:31:44,Furukawa Electric LatAm S.A (formerly 'Furukawa Industrial S.A. - Curitiba')
10420,10429,2016-06-02 20:45:30,2016-06-02 20:45:30,Gelwarg.Net
10421,10430,2016-06-02 20:45:30,2016-06-02 20:45:30,globalremote.com AG
10422,10431,2016-06-02 20:45:30,2016-06-02 20:45:30,Ingenieurbuero Kittelberger GmbH
10423,10432,2016-06-02 20:45:30,2016-06-02 20:45:30,Mott Community College
10424,10433,2016-06-02 20:45:30,2016-06-02 20:45:30,MuTek Solution Inc.
10425,10434,2016-06-02 20:45:30,2016-06-02 20:45:30,NIKHEF
10426,10435,2016-06-02 20:45:30,2016-06-02 20:45:30,Omnitel
10427,10436,2016-06-02 20:45:30,2016-06-02 20:45:30,Oxford university
10428,10437,2016-06-02 20:45:30,2016-06-02 20:45:30,Peppercon AG
10429,10438,2016-06-02 20:45:30,2016-06-02 20:45:30,Portima SC
10430,10439,2016-06-02 20:45:30,2016-06-02 20:45:30,Power Measurement Ltd
10431,10440,2016-06-02 20:45:30,2016-06-02 20:45:30,Rose I.T. Solutions
10432,10441,2016-06-02 20:45:30,2016-06-02 20:45:30,"Silas Technologies, Inc."
10433,10442,2016-06-02 20:45:30,2016-06-02 20:45:30,Spider Networks
10434,10443,2016-06-02 20:45:30,2016-06-02 20:45:30,Three Pillars
10435,10444,2016-06-02 20:45:30,2016-06-02 20:45:30,tichen.net
10436,10445,2016-06-02 20:45:30,2016-06-02 20:45:30,Trillium Photonics
10437,10446,2016-06-02 20:45:30,2016-06-02 20:45:30,Trinity Expert Systems plc
10438,10447,2016-06-02 20:45:30,2016-06-02 20:45:30,University of Mississippi
10439,10448,2016-06-02 20:45:30,2016-06-02 20:45:30,University of Puget Sound
10440,10449,2016-06-02 20:45:30,2016-06-02 20:45:30,"Xceedium, Inc."
10441,10450,2016-06-02 20:45:30,2016-06-02 20:45:30,Altamar Networks
10442,10451,2016-06-02 20:45:30,2016-06-02 20:45:30,Boston Market Corporation
10443,10452,2016-06-02 20:45:30,2016-06-02 20:45:30,Egton Medical Information Systems Ltd
10444,10453,2016-06-02 20:45:30,2016-06-02 20:45:30,"IL JIN TELECOM ELEC.CO., Ltd."
10445,10454,2016-06-02 20:45:30,2016-06-02 20:45:30,Optical Crossing Inc
10446,10455,2016-06-02 20:45:30,2016-06-02 20:45:30,Paradigm
